raceId,year,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
141,2001,1,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
158,2000,0,0,0,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
175,1999,1,0,1,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
191,1998,1,0,0,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
207,1997,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
224,1996,0,0,1,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
1,2009,1,0,0,0,0
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
338,2010,0,0,0,1,1
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
841,2011,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
860,2012,0,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
880,2013,1,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
900,2014,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
926,2015,0,0,0,0,0
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
948,2016,0,0,1,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
969,2017,0,0,0,0,1
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
989,2018,1,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1010,2019,0,0,0,0,0
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
1076,2022,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
19,2008,0,0,0,0,1
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
37,2007,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
54,2006,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
72,2005,0,0,0,0,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
91,2004,0,0,0,1,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
109,2003,0,0,0,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
125,2002,0,0,1,0,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
142,2001,0,0,1,1,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
174,2000,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
189,1999,0,0,1,0,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
2,2009,0,0,1,1,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
339,2010,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
842,2011,0,0,1,0,0
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
861,2012,0,0,0,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
881,2013,0,0,1,1,1
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
901,2014,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
927,2015,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
963,2016,0,0,0,0,0
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
983,2017,0,0,0,0,1
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
20,2008,0,0,1,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
38,2007,0,0,0,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
53,2006,0,0,1,0,0
